 Time;UID;Result;
 0.29417547;A1G4STP1;0.77885298
 0.05246744;A1G50MB7;0.32887403
 0.92373149;A1GEJQ9Q;19.93910215
 0.49308539;A1GVLV8Z;2.30078435
 0.23093212;A1GZN35M;0.48181008
 0.58883155;A1HF4YUS;3.68422349
 0.53123422;A1HTHX8Z;2.77146416
 0.64404390;A1HX195F;4.86798810
 0.09715685;A1I5E7QC;0.22208316
 0.91094337;A1IG1XNU;18.75303009
 0.55489946;A1IMUKO1;3.11316916
 0.65597859;A1INR9QS;5.17348143
 0.48668869;A1IQV2TJ;2.23018432
 0.61045466;A1IVZHDE;4.10634423
 0.63295488;A1IW4XOV;4.60115318
 0.65778337;A1IXOL3J;5.22140013
 0.47689323;A1IYT4NO;2.12615470
 0.36898481;A1J14ZSE;1.22718252
 0.80095379;A1J3V6CW;10.87498217
 0.43467594;A1J6D93Y;1.72713535
 0.53808765;A1JH4O5L;2.86611989
 0.39248098;A1JH50SL;1.39229694
 0.17781373;A1JLDD1J;0.30261356
 0.01712940;A1JRP6R2;0.52124526
 0.38653284;A1JUH378;1.34921034
 0.11485659;A1JVLRLM;0.21390227
 0.06789653;A1JWNIF9;0.27656720
 0.13236176;A1JZ4LO7;0.22164687
 0.61030180;A1K0S6DW;4.10318384
 0.23500491;A1K2S1ZS;0.49849122
 0.77150724;A1K4DJO3;9.36049857
 0.12030603;A1K5GVDZ;0.21471564
 0.65997710;A1K7X2WI;5.28027070
 0.69434131;A1KBZ0GY;6.29771653
 0.33092234;A1KC54BZ;0.98566040
 0.35267440;A1KD38HK;1.12003666
 0.20629787;A1KELDH6;0.38927359
 0.08325199;A1KF6HMZ;0.24115251
 0.36610742;A1KGLHKZ;1.20785876
 0.96941148;A1KHNRBG;24.72296177
 0.61499267;A1KSX506;4.20136318
 0.19508705;A1KVHWQS;0.35234361
 0.01694080;A1KW8X6B;0.52257186
 0.39430151;A1L6ZXIH;1.40566875
 0.62651681;A1L701D9;4.45338667
 0.79658887;A1LE5YIA;10.63674124
 0.87125348;A1LEKZMD;15.45756507
 0.87823945;A1LMC8ZC;15.99731313
 0.50832386;A1LSMKGK;2.47809852
 0.93879995;A1PVMRKG;21.42001355
 0.32360892;A1QF7D87;0.94252978
 0.66118436;A1QF7FYS;5.31296371
 0.64964048;A1QGTB2D;5.00881454
 0.48403396;A1QOBOVV;2.20151301
 0.56358125;A1QQZK5P;3.24958413
 0.78798729;A1QR23RO;10.18155506
 0.69997178;A1QSHK34;6.48265930
 0.83759261;A1QSII5O;13.07952586
 0.09772616;A1QT133W;0.22154869
 0.94488173;A1QV0UPX;22.04415472
 0.08660413;A1QV3KDZ;0.23547146
 0.92570394;A1QY2YYE;20.12774657
 0.28617359;A1QZCM7T;0.73706088
 0.14494968;A1R06LOF;0.23590769
 0.28120146;A1R5XHPK;0.71167849
 0.79902580;A1R6J4MK;10.76913994
 0.45040707;A1R70XNK;1.86725198
 0.09694261;A1R82514;0.22228916
 0.99732813;A1S1800R;28.10483624
 0.29611488;A1S2V4AP;0.78915622
 0.91651432;A1S4VLS1;19.26192142
 0.29850754;A1S5WFTK;0.80196078
 0.62877062;A1S6UYN1;4.50453377
 0.59271637;A1S70GC2;3.75648020
 0.85095624;A1S76R44;13.98082624
 0.57949240;A1S8ZEXB;3.51657386
 0.61255980;A1S90EF8;4.15013322
 0.12269747;A1SBI6O2;0.21553897
 0.12820752;A1SC2XH5;0.21848526
 0.19357094;A1SD9PTM;0.34762002
 0.78007781;A1SF9BDI;9.77929827
 0.04718919;A1SGQBNF;0.35091912
 0.15559275;A1SGX4CV;0.25310612
 0.09420884;A1SHRVY2;0.22515308
 0.56710957;A1SIRY20;3.30684736
 0.26204739;A1SISX8W;0.61818754
 0.94833340;A1SJU3AO;22.40531054
 0.55612181;A1SKBWCG;3.13199813
 0.31470495;A1SLBZJ4;0.89135665
 0.86804448;A1SMDTRA;15.21513818
 0.29744412;A1SNAJ4A;0.79625706
 0.06947171;A1SOG95C;0.27219784
 0.49092417;A1SQF5LE;2.27668775
 0.19145988;A1SR0L0V;0.34115403
 0.77364517;A1SS5K9O;9.46333569
 0.30628524;A1ST0EOF;0.84429594
 0.81250515;A1SUR0IQ;11.52975891
 0.46455511;A1SV155U;2.00169539
 0.77762222;A1SWQJDW;9.65751458
 0.19415720;A1SX5UJ6;0.34943870
 0.15080135;A1SY49S9;0.24480639
 0.02250684;A1SZNO47;0.48483866
 0.64925938;A1T09D9Q;4.99909014
 0.97173589;A1T0ECVX;24.99066012
 0.99182654;A1T1RMC5;27.40903143
 0.18381845;A1T2V7Z3;0.31886120
 0.98170496;A1T3SE9Q;26.16696468
 0.61099950;A1T416YL;4.11762977
 0.66767967;A1T5ZHQ5;5.49251221
 0.37970154;A1T6ZQY0;1.30082787
 0.68582196;A1T7F9L8;6.02803501
 0.62899802;A1T92TO6;4.50972889
 0.64719621;A1TAN3K4;4.94678937
 0.92977058;A1TB5913;20.52158209
 0.83433074;A1TCQF5Z;12.86773229
 0.71162223;A1TE94UT;6.88296283
 0.79627808;A1TGOPRS;10.61996621
 0.21454350;A1TKC0H7;0.41858005
 0.56713609;A1TLTHJ4;3.30728194
 0.84379236;A1TNW481;13.49087269
 0.21569694;A1TO3C6K;0.42281781
 0.83026015;A1TP177A;12.60783481
 0.43545074;A1TS1RJQ;1.73382141
 0.88609686;A1TT06YQ;16.62441100
 0.44230541;A1TU2KNH;1.79392445
 0.49142574;A1TV90SC;2.28225762
 0.30662173;A1TW0OYL;0.84615210
 0.98675758;A1TX6K1C;26.78089506
 0.82393915;A1TY9FP4;12.21379591
 0.62535012;A1TZUJKG;4.42715328
 0.18239288;A1U3V7HI;0.31490045
 0.60566964;A1U4EIVH;4.00864322
 0.65249260;A1U6CY8R;5.08222330
 0.64327401;A1U7GAS3;4.84894415
 0.10292905;A1U9ZAOG;0.21752257
 0.83435616;A1UD8F4E;12.86937069
 0.43760314;A1UEO08I;1.75250870
 0.98546803;A1UFOH79;26.62305605
 0.64267890;A1UG09VL;4.83427751
 0.92689777;A1UI9URU;20.24267624
 0.75837782;A1UK93A1;8.75208309
 0.75172916;A1UT59RT;8.45872429
 0.96118069;A1UW9SZA;23.79462569
 0.75888157;A1V3GIH9;8.77470705
 0.36412004;A1V4RVC6;1.19461983
 0.30560911;A1V77MSQ;0.84057244
 0.67984604;A1VAPMTJ;5.84594033
 0.43340297;A1VCQ995;1.71619672
 0.81972455;A1VHAJGU;11.95740543
 0.39487070;A1VOG6B3;1.40986746
 0.46489155;A1VPCNBS;2.00499694
 0.37061931;A1VQZEE5;1.23824264
 0.83394971;A1VR0XF1;12.84319800
 0.14070528;A1VSIZQZ;0.23033613
 0.97825761;A1VU2UOM;25.75497910
 0.73822093;A1VW97IW;7.89188430
 0.41891805;A1VXBC37;1.59562952
 0.30999641;A1VYQP9Y;0.86488077
 0.36021792;A1VZTEBY;1.16887767
 0.71285237;A1W0SNTD;6.92665532
 0.77842876;A1W3XIFB;9.69735422
 0.84584126;A1W4G3IK;13.62938394
 0.15844110;A1W5G6B8;0.25845847
 0.61126374;A1W72F3N;4.12311509
 0.93300767;A1WGBV70;20.83984535
 0.08186826;A1WHRNLY;0.24370530
 0.10868845;A1WI9I6G;0.21482362
 0.15969817;A1WLB3JI;0.26091772
 0.62932346;A1WMSRAU;4.51717502
 0.51371809;A1WNK1TY;2.54414226
 0.18117910;A1WQWLQW;0.31157847
 0.17200071;A1WR4XH5;0.28800100
 0.51570672;A1WSHW76;2.56894456
 0.49643585;A1WT7SME;2.33864270
 0.19941325;A1WV37ZT;0.36618258
 0.36432863;A1WX5PB1;1.19600523
 0.43513915;A1WY79QZ;1.73112997
 0.24598148;A1WZ8S88;0.54525170
 0.35398756;A1X0SRCY;1.12845283
 0.01070822;A1X1SLRZ;0.56835372
 0.84535251;A1X299DS;13.59622646
 0.71170067;A1X3HU69;6.88574048
 0.58042986;A1X782VI;3.53302511
 0.30291885;A1X80DF0;0.82583846
 0.84594072;A1X9A99Y;13.63614060
 0.05689704;A1XQLD6L;0.31204397
 0.89569496;A1XRA5HL;17.41996816
 0.79280200;A1XS2B4Y;10.43403071
 0.38974077;A1XTIDTS;1.37233424
 0.62562135;A1XU5GJK;4.43323724
 0.01577873;A1XV3XOJ;0.53082141
 0.86064208;A1XW9T12;14.66888150
 0.70018464;A1XX5BFF;6.48975806
 0.76609652;A1XYPAWC;9.10499568
 0.22255287;A1XZWXPP;0.44868213
 0.49402588;A1Y0U1DQ;2.31134927
 0.36851925;A1Y2CXCU;1.22404337
 0.29657655;A1Y35MK1;0.79161888
 0.16928313;A1Y4M3LG;0.28155994
 0.49169524;A1Y5ZEHC;2.28525598
 0.51741600;A1Y6WRS0;2.59046237
